"brand","title","type","price","priceWithCurrency","available","availableText","sold","lastUpdated","itemLocation"
"Juliette Has a Gun","Not A Perfume by Juliette Has A Gun, 3.3 oz EDP Spray for Women TESTER","Perfume","43.15","US $43.15/ea","10","More than 10 available / 561 sold","561","May 23, 2024 21:14:48 PDT","Edison, New Jersey, United States"
"Versace","Versace Yellow Diamond EDT 3.0oz - Sealed New, Luminous Scent","Eau de Toilette","32.99","US $32.99/ea","6","6 available / 79 sold","79","May 23, 2024 10:31:19 PDT","Flat Lick, Kentucky, United States"
"Elizabeth Taylor","DIAMONDS AND RUBIES by ELIZABETH TAYLOR 3.3 oz / 3.4 oz edt NEW in Box","Eau de Toilette","15.8","US $15.80/ea","72","72 available / 2,499 sold","2499","May 24, 2024 10:35:06 PDT","Dallas, Texas, United States"
"Philosophy","Philosophy Summer Grace 4oz Eau De Toilette Spray Pre-Coty","Eau de Toilette","15","US $15.00","5","5 available / 5 sold","5","May 23, 2024 07:09:50 PDT","Warminster, Pennsylvania, United States"
"Elizabeth Taylor","Gardenia by Elizabeth Taylor Perfume for Women edp 3.4 oz Brand New In Box","Eau de Parfum","17.52","US $17.52/ea","10","More than 10 available / 1,692 sold","1692","May 24, 2024 10:35:02 PDT","Hackensack, New Jersey, United States"
"Ariana Grande","Ariana Grande Cloud Pink Eau de Parfum 3.4 oz 100 ML Brand New & Sealed Box","Eau de Parfum","38.99","US $38.99/ea","8","8 available / 108 sold","108","May 22, 2024 23:15:21 PDT","Warren, Michigan, United States"
"Oscar de la Renta","SO DE LA RENTA Oscar 3.3 / 3.4 oz EDT For Women New in Box","Eau de Toilette","19.83","US $19.83/ea","22","22 available / 1,652 sold","1652","May 24, 2024 10:55:07 PDT","Dallas, Texas, United States"
"Victoria's Secret","VICTORIAS SECRET TEASE SUGAR FLEUR ROLLERBALL EAU DE PARFUM  .23oz/7ml no box","Eau de Parfum","17.49","US $17.49/ea","17","17 available / 292 sold","292","May 06, 2024 06:19:46 PDT","Bethpage, New York, United States"
"Elizabeth And James Nirvana","Elizabeth And James Nirvana Amethyst Eau De Parfum Spray For Women 1.7 oz / 50ml","Eau de Parfum","19.12","US $19.12/ea","3","3 available / 42 sold","42","May 23, 2024 20:18:14 PDT","Linden, New Jersey, United States"
"Armaf","Armaf Club De Nuit Eau De Parfum Spray, Perfume for Women, 3.6 Oz","Eau de Parfum","30.9","US $30.90","3","3 available / 607 sold","607","May 23, 2024 21:59:33 PDT","Edison, New Jersey, United States"
"Le Labo","Le Labo Another 13 Eau de Parfum EDP Sample Vial .025oz, .75ml New in Pouch","Eau de Parfum","13.89","US $13.89","5","5 available / 52 sold","52","May 24, 2024 00:31:53 PDT","Phillipsburg, New Jersey, United States"
"Avon","Avon Haiku REFLECTION eau de parfum spray brand new fresh 1.7 fl oz ea","Eau de Parfum","12.74","US $12.74","10","More than 10 available / 13 sold","13","May 21, 2024 16:39:55 PDT","Orlando, United States"
"FLOWER","12 Piece Woman’s Perfume Lot: Assorted scents In 3.4 Oz Bottles","Perfume","48","US $48.00","4","4 available / 1 sold","1","","Webster, Florida, United States"
"Calvin Klein","Escape by Calvin Klein EDP Perfume for Women 3.4 oz New In Box","Eau de Parfum","26.66","US $26.66/ea",,"Limited quantity available / 17,854 sold","17854","May 24, 2024 07:32:39 PDT","Hackensack, New Jersey, United States"
"Oscar de la Renta","Oscar by Oscar De La Renta EDT Perfume for Women 3.3 / 3.4 oz New In Box","Eau de Toilette","33.34","US $33.34/ea","8","8 available / 3,466 sold","3466","May 23, 2024 10:04:49 PDT","Hackensack, New Jersey, United States"
"Tom Ford","Tom Ford  Electric Cherry Eau De Parfum EDP Sample Spray 2ml NIB","Eau de Parfum","12","US $12.00/ea","4","4 available / 6 sold","6","","Phoenix, Arizona, United States"
"Calvin Klein","CK IN2U HER Calvin Klein perfume edt 3.4 oz 3.3 NEW TESTER","Eau de Toilette","17.57","US $17.57/ea","62","62 available / 83 sold","83","May 24, 2024 07:38:15 PDT","Dallas, Texas, United States"
"Elizabeth Arden","White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women Tester","Eau de Toilette","20","US $20.00","15","15 available / 25 sold","25","","Kansas City, Missouri, United States"
"Lanvin","Arpege by Lanvin 3.3 / 3.4 oz EDP Perfume for Women NEW In Box","Eau de Parfum","19.99","US $19.99/ea","3","3 available / 3 sold","3","May 21, 2024 14:27:59 PDT","Miami, Florida, United States"
"Valentino","Donna Born In Roma Yellow Dream by Valentino for her EDP 3.3 / 3.4 oz New in Box","Eau de Parfum","55.99","US $55.99/ea","10","More than 10 available / 131 sold","131","May 02, 2024 17:32:51 PDT","New York,USA, Taiwan"
"Yves Saint Laurent","Yves Saint Laurent Black Opium Eau De Parfum 3 oz/ 90 ml for Women","Eau De Parfum","38.68","US $38.68/ea","10","More than 10 available / 14 sold","14","May 22, 2024 18:49:31 PDT","Sacramento, California, United States"
"Parfums Gres","Cabotine Gold by Parfums Gres for women EDT 3.3 / 3.4 oz New in Box","Eau de Toilette","14.45","US $14.45/ea","9","9 available / 349 sold","349","May 24, 2024 07:57:09 PDT","Dallas, Texas, United States"
"Katy Perry","Indivisible by Katy Perry perfume for Women EDP 3.3 / 3.4 oz New In Box","Eau de Parfum","15.88","US $15.88",,"Last One / 103 sold","103","May 23, 2024 17:39:08 PDT","Dallas, Texas, United States"
"Clinique","Aromatics Elixir by Clinique 3.4 oz Perfume Spray for Women New In Box","Eau de Parfum","32.13","US $32.13/ea",,"Limited quantity available / 3,215 sold","3215","May 23, 2024 11:15:02 PDT","Hackensack, New Jersey, United States"
"Vicki Tiel","Sirene by Vicky Tiel 3.3 / 3.4 oz EDP For Women New in Box","Eau de Parfum","18.99","US $18.99/ea","21","21 available / 1,396 sold","1396","May 24, 2024 07:57:06 PDT","Dallas, Texas, United States"
"Moschino","MOSCHINO TOY 2 for Women Mini Perfume 0.17 oz 5 ml Eau de Parfum Splash NEW","Eau de Parfum","9.95","US $9.95/ea","4","4 available / 135 sold","135","May 18, 2024 14:13:41 PDT","TX, United States"
"Dolce & Gabbana","10 Dolce & Gabbana Light Blue Women .02 oz EDT Spray Boxed Mini/Travel  Vial NEW","Eau de Toilette","20","US $20.00",,"3 lots available (10 items per lot) / 26 sold","26","May 13, 2024 10:25:17 PDT","California, United States"
"Vera Wang","VERA WANG Perfume 3.3 / 3.4 oz EDP For Women Spray NEW IN BOX","Eau de Parfume","25.25","US $25.25/ea","71","71 available / 15,897 sold","15897","May 17, 2024 07:46:20 PDT","Dallas, Texas, United States"
"ALFRED SUNG","Sung Perfume by Alfred Sung for Women 3.3 / 3.4 oz EDT New in Box","Eau de Toilette","22.25","US $22.25/ea","51","51 available / 2,048 sold","2048","May 24, 2024 09:51:06 PDT","Dallas, Texas, United States"
"Dior","Dior Miss Dior 0.17 fl oz Women's Eau de Parfum","Eau de Parfum","21.99","US $21.99/ea","3","3 available / 83 sold","83","May 12, 2024 15:53:04 PDT","Rockville, Maryland, United States"
"Versace","Versace Pour Femme Dylan Purple 3.4 oz EDP Perfume for Women New In Box","Eau de Parfum","63.99","US $63.99",,"Limited quantity available / 152 sold","152","May 24, 2024 09:36:56 PDT","Hackensack, New Jersey, United States"
"Lancôme","Black Opium by Yves Saint Laurent 3.0 oz EDP Perfume for Women","Eau de Parfum","39.95","US $39.95","10","More than 10 available / 60 sold","60","May 14, 2024 20:26:45 PDT","Houston, Texas, United States"
"AS SHOWN","J'adore Eau De Parfum EDP 3.4oz/100ML Spray For Women Authentic Boxed Sealed","Eau de Parfum","49.99","US $49.99","10","10 available / 4 sold","4","May 16, 2024 19:32:44 PDT","New York,United States, Hong Kong"
"Unbranded","Yara by Lattafa Perfumes | Eau De Parfum - 100ml (3.4 fl oz) | - Women.","Eau de Parfum","15.77","US $15.77/ea","300","300 available / 67 sold","67","May 24, 2024 09:28:26 PDT","shanghai, China"
"Givenchy","Ange Ou Demon Le Secret By Givenchy EDP For Women 3.3 oz / 100 ml *NEW*","Eau de Parfum","41.99","US $41.99","10","More than 10 available / 166 sold","166","May 08, 2024 11:08:31 PDT","Miami, Florida, United States"
"Jo Malone","Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW","Eau de Cologne","17","US $17.00","5","5 available / 968 sold","968","May 21, 2024 08:49:14 PDT","Camarillo, California, United States"
"Jessica McClintock","Jessica McClintock Perfume 1.7 oz EDP For Women New In Box","Eau de Parfum","18.99","US $18.99/ea","73","73 available / 886 sold","886","May 22, 2024 22:59:15 PDT","Dallas, Texas, United States"
"Victoria's Secret","Victoria's Secret Tease Perfume for Women Eau de Parfum 3.4 oz 100ml New in Box","Eau de Parfum","30.99","US $30.99/ea","10","More than 10 available / 91 sold","91","May 24, 2024 09:52:50 PDT","Flat Lick, Kentucky, United States"
"Yves Saint Laurent","Libre by Yves Saint Laurent Eau de Parfum Spray 3 fl oz for Women New In Box","Eau de Parfum","49.99","US $49.99/ea","5","5 available / 25 sold","25","May 17, 2024 10:03:27 PDT","Pomona,California, Hong Kong"
"Fragonard","Good Girl by Carolina Herrera 2.7 Fl oz Spray Eau De Parfum Women's TESTER","Spray","44.99","US $44.99/ea","10","More than 10 available / 2 sold","2","May 07, 2024 14:36:26 PDT","27704, United States"
"Carolina Herrera","Carolina Herrera Very Good Girl 2.7 oz EDP Bold Red Fruity Perfume Sealed","Eau de Parfum","55.99","US $55.99/ea","5","5 available / 80 sold","80","May 14, 2024 07:22:22 PDT","Novi, Michigan, United States"
"Givenchy","L'Interdit by Givenchy Eau De Toilette For Women 2.6 oz / 80 ml *NEW*","Eau de Toilette","41.99","US $41.99","10","More than 10 available / 39 sold","39","May 08, 2024 10:37:27 PDT","Miami, Florida, United States"
"Paris Hilton","Paris Hilton Perfume 3.4 oz 100ml Eau De Parfum Spray For Women New in Box","Eau de Parfum","24.5","US $24.50","10","More than 10 available / 20 sold","20","May 21, 2024 07:48:29 PDT","Centralia, Washington, United States"
"Philosophy","Philosophy Pure Grace Eau De Parfum EDP Spray for Women  2 oz NEW SEALED BOX","Eau de Parfum","38.99","US $38.99/ea","10","More than 10 available / 103 sold","103","Feb 21, 2024 14:24:27 PST","Brooklyn, New York, United States"
"Gucci","Gucci Bloom for Her Eau De Parfum 0.16 fl oz 5 ml Mini EDP Travel Splash NWOB","Eau de Parfum","12.49","US $12.49/ea","10","More than 10 available / 28 sold","28","Apr 20, 2024 08:14:53 PDT","Potomac, Maryland, United States"
"Kate Spade New York","In Full Bloom Blush by Kate Spade for Women - 3.4 oz EDP Spray (Tester)","Does not apply","14.4","US $14.40","5","5 available / 73 sold","73","May 22, 2024 21:21:54 PDT","Old Bethpage, New York, United States"
"Gucci","Gucci Bloom Eau De Parfum 3.4 oz /100ml for Women","Eau de Parfum","69.99","US $69.99","8","8 available / 53 sold","53","May 21, 2024 18:29:58 PDT","Los Angeles,California, United States"
"Narciso Rodriguez","Narciso Rodriguez FOR HER 3.3oz 100 ML Eau de Parfum Brand New Sealed In Box","Eau de Parfum","44.99","US $44.99/ea","8","8 available / 21 sold","21","May 23, 2024 10:43:58 PDT","Warren, Michigan, United States"
"Narciso Rodriguez","Narciso Rodriguez Narciso Poudree 90ml/3.0 fl oz Regular Size New with box","Eau de Parfum","63","US $63.00",,"Last One / 4 sold","4","May 22, 2024 03:16:30 PDT","Liberty, Texas, United States"
"Victoria's Secret","Victoria's Secret Very Sexy Women's EDP 3.4 oz 100 ml Spray New Sealed","Eau de Parfum","30.99","US $30.99/ea","6","6 available / 130 sold","130","May 14, 2024 10:12:33 PDT","Detroit, Michigan, United States"
"Spiritual Sky","(2-Pack) Patchouly Musk Scented Oil - Spiritual Sky - 1/4 Ounce Bottle","Scented Oils","12.99","US $12.99/ea","10","More than 10 available / 49 sold","49","May 24, 2024 04:28:37 PDT","Miami, Florida, United States"
"al hambra","Reyna Pour Femme EDP  Spray 100ML (3.4 FL.OZ)  Newest Launch Sale","Eau de Parfum","25.99","US $25.99","10","More than 10 available / 12 sold","12","May 19, 2024 15:47:40 PDT","Windsor Mill, Maryland, United States"
"AS SHOWN","Woman EDT Spray Perfume 3.4oz New","Eau de Toilette","23.99","US $23.99","10","10 available / 4 sold","4","May 24, 2024 00:58:26 PDT","CA, China"
"Tom Ford","Tom Ford Soleil Neige Sheer Body Oil, Full Size 1.5oz/45mL , New & Sealed","Shimmer","25","US $25.00","5","5 available / 79 sold","79","May 21, 2024 09:19:12 PDT","Camarillo, California, United States"
"GIORGIO BEVERLY HILLS","RED by GIORGIO BEVERLY HILLS women edt spray Perfume 3.0 oz New","Eau de Toilette","15.42","US $15.42/ea","114","114 available / 7,773 sold","7773","May 20, 2024 11:01:02 PDT","Dallas, Texas, United States"
"Lattafa","Yara Tous by Lattafa 3.4 oz EDP Perfume Women New in Box","Eau de Parfum","28.89","US $28.89/ea","10","More than 10 available / 45 sold","45","May 17, 2024 19:40:39 PDT","Dallas, Texas, United States"
"Ariana Grande","Cloud by Ariana Grande 3.4 oz 100/mL EDP Perfume for Women New In Box SeaLed","Eau de Parfum","33.59","US $33.59/ea","9","9 available / 559 sold","559","May 23, 2024 20:56:31 PDT","Arlington, Virginia, United States"
"Fragonard","Gucci Bloom EDP 3.3 oz 3.4 oz | Women's Perfume Spray","Spray","64.99","US $64.99",,"Last One / 5 sold","5","May 17, 2024 04:00:12 PDT","27704, United States"
"Victoria's Secret","Victoria's Secret SOL Body Fragrance Mist 250ml/8.4 fl oz","Fragrance Mist","11.88","US $11.88","10","More than 10 available / 47 sold","47","May 17, 2024 19:14:38 PDT","Columbus, Georgia, United States"
"Lancôme","Lancome Tresor EDP 3.4 oz Timeless Women's Perfume Spray New in Box","Eau de Parfum","43.99","US $43.99/ea","6","6 available / 52 sold","52","May 24, 2024 08:49:27 PDT","Detroit, Michigan, United States"
"Perry Ellis","360 by Perry Ellis Perfume 3.3 / 3.4 oz Spray for Women edt NEW IN BOX","Eau de Toilette","25.66","US $25.66/ea","33","33 available / 6,077 sold","6077","May 24, 2024 09:20:07 PDT","Dallas, Texas, United States"
"As Show","Addict by Christian EDP Fragrances for Women 3.4 oz / 100 ml NEW IN SEALED BOX","EDP","59.99","US $59.99","10","More than 10 available / 20 sold","20","May 24, 2024 00:31:53 PDT","New York, United States, Hong Kong"
"Lancôme","MIRACLE by Lancome EDP for Women 3.4 oz / 100 ml *NEW IN SEALED BOX*","Eau de Parfum","52.99","US $52.99","10","More than 10 available / 287 sold","287","May 08, 2024 11:20:46 PDT","Miami, Florida, United States"
"Carolina Herrera","Good Girl BLUSH by Carolina Herrera 2.7 oz. EDP Spray for Women. New. NO BOX","Eau de Parfum","89.99","US $89.99/ea","10","10 available / 107 sold","107","May 23, 2024 20:32:26 PDT","Katy, Texas, United States"
"J. Del Pozo","Jesus Del Pozo Halloween Perfume for Women 3.4 oz 3.3 Spray New in Box Sealed","Eau de Toilette","26.35","US $26.35/ea","127","127 available / 984 sold","984","May 24, 2024 09:11:08 PDT","Dallas, Texas, United States"
"Jo Malone","Jo Malone Nectarine Blossom & Honey Cologne Women's Eau de  - 3.4 fl oz/100ml","Eau de Cologne","79.99","US $79.99","5","5 available / 5 sold","5","Apr 30, 2024 01:12:46 PDT","Las Vegas, Nevada, United States"
"CHANEL","Chanel Chance Eau Tendre EDP Eau de Parfume Spray 3.4 Oz 100 Ml (Sealed Box)","Eau de Parfum","118.99","US $118.99","6","6 available / 36 sold","36","May 21, 2024 01:46:26 PDT","Glendale, California, United States"
"Fragonard","Gucci Bloom EDP 3.3 oz 3.4 oz | Women's Perfume Spray","Spray","64.99","US $64.99",,"Last One / 5 sold","5","May 13, 2024 04:44:57 PDT","89101, United States"
"Afnan","Mystique Bouquet by Afnan Eau De Parfum Spray for Woman 2.7oz New Sealed Box","Eau de Parfum","41.5","US $41.50/ea","4","4 available / 17 sold","17","May 17, 2024 09:05:48 PDT","Dallas, Texas, United States"
"Lancôme","Lancome LA VIE EST BELLE Eau de Parfum EDP Perfume 4ml Splash Mini Bottle NWOB","Eau de Parfum","7.95","US $7.95/ea","10","More than 10 available / 162 sold","162","May 22, 2024 22:50:14 PDT","Newark, Delaware, United States"
"True Religion","True Religion Perfume for Women 3.4 oz 100 ml EDP New in Box","Eau de Parfum","24.98","US $24.98/ea","234","234 available / 888 sold","888","May 24, 2024 08:18:09 PDT","Dallas, Texas, United States"
"Thierry Mugler","Alien by Thierry Mugler perfume for women EDP 2 / 2.0 oz New in Box","Eau de Perfume","64.54","US $64.54/ea","29","29 available / 68 sold","68","May 22, 2024 10:12:21 PDT","Dallas, Texas, United States"
"Lattafa","Lattafa Ladies Haya EDP 3.4 oz Fragrances 6291108738504","Fragrances","34.77","US $34.77","3","3 available / 9 sold","9","May 23, 2024 08:44:45 PDT","Brooklyn, New York, United States"
"Yves Saint Laurent","Yves Saint Laurent Women's Opium 1.6 Oz  Eau de Toilette Spray Brand New Sealed","Eau de Toilette","29.99","US $29.99/ea","10","More than 10 available / 21 sold","21","May 23, 2024 11:26:56 PDT","Fort Wayne, Indiana, United States"
"Ariana Grande","Ariana Grande Cloud Pink Perfume 3.4oz EDP Ethereal Bliss Brand New","Eau de Parfum","29.99","US $29.99/ea","9","9 available / 14 sold","14","May 20, 2024 08:51:25 PDT","Detroit, Michigan, United States"
"Viktor & Rolf","Viktor & Rolf Flowerbomb EDP 3.4oz | Explosive Floral Perfume | Sealed","Perfume","52.99","US $52.99/ea","6","6 available / 30 sold","30","May 24, 2024 08:50:56 PDT","Dearborn Heights, Michigan, United States"
"Lanvin","ECLAT D'ARPEGE by Lanvin 3.3 / 3.4 oz EDP Perfume For Women New tester","Eau de Perfume","24.79","US $24.79/ea","70","70 available / 757 sold","757","May 24, 2024 07:54:09 PDT","Dallas, Texas, United States"
"Michael Kors","MICHAEL KORS EDP 3.4 Oz Eau De Parfum Spray Women NEW IN BOX SEALED","Eau de Parfum","269","US $269.00",,"Last One / 59 sold","59","May 22, 2024 06:19:03 PDT","Niagara Falls, New York, United States"
"Taylor Swift","Taylor Swift Wonderstruck Enchanted 0.05 oz Eau De Parfum Spray Sample Vial","Eau de Parfum","5.5","US $5.50/ea","10","More than 10 available / 540 sold","540","May 17, 2024 06:52:53 PDT","Hamptonville, North Carolina, United States"
"HERMÈS","Jour D'hermes by Hermes EDP for Women 2.87 oz / 85 ml *NEW IN SEALED BOX*","Eau de Parfum","64.99","US $64.99","10","More than 10 available / 123 sold","123","Feb 08, 2024 12:24:00 PST","Miami, Florida, United States"
"Gucci","Gucci Bloom Perfumed Body Lotion 3.3  fl.oz / 100 ML","Lotion","29.99","US $29.99","6","6 available / 5 sold","5","","Rowlett, Texas, United States"
"Paco Rabanne","LADY MILLION Paco Rabanne for women perfume EDP 2.7 oz NEW TESTER","Eau de Parfum","50.73","US $50.73/ea","105","105 available / 1,905 sold","1905","May 15, 2024 16:35:07 PDT","Dallas, Texas, United States"
"Elizabeth Arden","White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women New in Box","Eau de Toilette","26.33","US $26.33/ea","10","More than 10 available / 2,250 sold","2250","May 24, 2024 09:17:36 PDT","Hackensack, New Jersey, United States"
